bank,architecture,bit,pin,array_x,array_y,bank_x,bank_y,translated_bank_x,x_translation,delta_x,delta_y,manhattan,required_layer_transition,required_fanout_track
write_driver,single_row,0,BR,2.865,13.2075,0.62,4.15,0.515,-0.105,-2.35,-9.0575,11.4075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,1,BL,3.235,13.2075,1.33,4.138,1.225,-0.105,-2.01,-9.0695,11.0795,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,1,BR,3.57,13.2075,1.66,4.15,1.555,-0.105,-2.015,-9.0575,11.0725,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,2,BL,3.94,13.2075,2.37,4.138,2.265,-0.105,-1.675,-9.0695,10.7445,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,2,BR,4.275,13.2075,2.7,4.15,2.595,-0.105,-1.68,-9.0575,10.7375,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,3,BL,4.645,13.2075,3.41,4.138,3.305,-0.105,-1.34,-9.0695,10.4095,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,3,BR,4.98,13.2075,3.74,4.15,3.635,-0.105,-1.345,-9.0575,10.4025,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,4,BL,5.35,13.2075,4.45,4.138,4.345,-0.105,-1.005,-9.0695,10.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,4,BR,5.685,13.2075,4.78,4.15,4.675,-0.105,-1.01,-9.0575,10.0675,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,5,BL,6.055,13.2075,5.49,4.138,5.385,-0.105,-0.67,-9.0695,9.7395,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,5,BR,6.39,13.2075,5.82,4.15,5.715,-0.105,-0.675,-9.0575,9.7325,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,6,BL,6.76,13.2075,6.53,4.138,6.425,-0.105,-0.335,-9.0695,9.4045,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,6,BR,7.095,13.2075,6.86,4.15,6.755,-0.105,-0.34,-9.0575,9.3975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,7,BL,7.465,13.2075,7.57,4.138,7.465,-0.105,0.0,-9.0695,9.0695,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,7,BR,7.8,13.2075,7.9,4.15,7.795,-0.105,-0.005,-9.0575,9.0625,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,8,BL,8.17,13.2075,8.61,4.138,8.505,-0.105,0.335,-9.0695,9.4045,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,8,BR,8.505,13.2075,8.94,4.15,8.835,-0.105,0.33,-9.0575,9.3875,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,9,BL,8.875,13.2075,9.65,4.138,9.545,-0.105,0.67,-9.0695,9.7395,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,9,BR,9.21,13.2075,9.98,4.15,9.875,-0.105,0.665,-9.0575,9.7225,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,10,BL,9.58,13.2075,10.69,4.138,10.585,-0.105,1.005,-9.0695,10.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,10,BR,9.915,13.2075,11.02,4.15,10.915,-0.105,1.0,-9.0575,10.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,11,BL,10.285,13.2075,11.73,4.138,11.625,-0.105,1.34,-9.0695,10.4095,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,11,BR,10.62,13.2075,12.06,4.15,11.955,-0.105,1.335,-9.0575,10.3925,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,12,BL,10.99,13.2075,12.77,4.138,12.665,-0.105,1.675,-9.0695,10.7445,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,12,BR,11.325,13.2075,13.1,4.15,12.995,-0.105,1.67,-9.0575,10.7275,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,13,BL,11.695,13.2075,13.81,4.138,13.705,-0.105,2.01,-9.0695,11.0795,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,13,BR,12.03,13.2075,14.14,4.15,14.035,-0.105,2.005,-9.0575,11.0625,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,14,BL,12.4,13.2075,14.85,4.138,14.745,-0.105,2.345,-9.0695,11.4145,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,14,BR,12.735,13.2075,15.18,4.15,15.075,-0.105,2.34,-9.0575,11.3975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,15,BL,13.105,13.2075,15.89,4.138,15.785,-0.105,2.68,-9.0695,11.7495,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,15,BR,13.44,13.2075,16.22,4.15,16.115,-0.105,2.675,-9.0575,11.7325,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,0,BL,2.53,13.2075,0.29,4.138,2.535,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,0,BR,2.865,13.2075,0.62,4.15,2.865,2.245,-0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,1,BL,3.235,13.2075,0.995,10.313,3.24,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,1,BR,3.57,13.2075,1.325,10.325,3.57,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,2,BL,3.94,13.2075,1.7,4.138,3.945,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,2,BR,4.275,13.2075,2.03,4.15,4.275,2.245,-0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,3,BL,4.645,13.2075,2.405,10.313,4.65,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,3,BR,4.98,13.2075,2.735,10.325,4.98,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,4,BL,5.35,13.2075,3.11,4.138,5.355,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,4,BR,5.685,13.2075,3.44,4.15,5.685,2.245,-0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,5,BL,6.055,13.2075,3.815,10.313,6.06,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,5,BR,6.39,13.2075,4.145,10.325,6.39,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,6,BL,6.76,13.2075,4.52,4.138,6.765,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,6,BR,7.095,13.2075,4.85,4.15,7.095,2.245,-0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,7,BL,7.465,13.2075,5.225,10.313,7.47,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,7,BR,7.8,13.2075,5.555,10.325,7.8,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,8,BL,8.17,13.2075,5.93,4.138,8.175,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,8,BR,8.505,13.2075,6.26,4.15,8.505,2.245,0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,9,BL,8.875,13.2075,6.635,10.313,8.88,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,9,BR,9.21,13.2075,6.965,10.325,9.21,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,10,BL,9.58,13.2075,7.34,4.138,9.585,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,10,BR,9.915,13.2075,7.67,4.15,9.915,2.245,0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,11,BL,10.285,13.2075,8.045,10.313,10.29,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,11,BR,10.62,13.2075,8.375,10.325,10.62,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,12,BL,10.99,13.2075,8.75,4.138,10.995,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,12,BR,11.325,13.2075,9.08,4.15,11.325,2.245,0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,13,BL,11.695,13.2075,9.455,10.313,11.7,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,13,BR,12.03,13.2075,9.785,10.325,12.03,2.245,0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,14,BL,12.4,13.2075,10.16,4.138,12.405,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,14,BR,12.735,13.2075,10.49,4.15,12.735,2.245,0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,15,BL,13.105,13.2075,10.865,10.313,13.11,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,even_odd_2row,15,BR,13.44,13.2075,11.195,10.325,13.44,2.245,0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,0,BL,2.53,13.2075,0.29,4.138,3.94,3.65,1.41,-9.0695,10.4795,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,0,BR,2.865,13.2075,0.62,4.15,4.27,3.65,1.405,-9.0575,10.4625,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,1,BL,3.235,13.2075,0.29,10.313,3.94,3.65,0.705,-2.8945,3.5995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,1,BR,3.57,13.2075,0.62,10.325,4.27,3.65,0.7,-2.8825,3.5825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,2,BL,3.94,13.2075,0.29,16.488,3.94,3.65,0.0,3.2805,3.2805,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,2,BR,4.275,13.2075,0.62,16.5,4.27,3.65,-0.005,3.2925,3.2975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,3,BL,4.645,13.2075,0.29,22.663,3.94,3.65,-0.705,9.4555,10.1605,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,3,BR,4.98,13.2075,0.62,22.675,4.27,3.65,-0.71,9.4675,10.1775,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,4,BL,5.35,13.2075,3.11,4.138,6.76,3.65,1.41,-9.0695,10.4795,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,4,BR,5.685,13.2075,3.44,4.15,7.09,3.65,1.405,-9.0575,10.4625,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,5,BL,6.055,13.2075,3.11,10.313,6.76,3.65,0.705,-2.8945,3.5995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,5,BR,6.39,13.2075,3.44,10.325,7.09,3.65,0.7,-2.8825,3.5825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,6,BL,6.76,13.2075,3.11,16.488,6.76,3.65,0.0,3.2805,3.2805,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,6,BR,7.095,13.2075,3.44,16.5,7.09,3.65,-0.005,3.2925,3.2975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,7,BL,7.465,13.2075,3.11,22.663,6.76,3.65,-0.705,9.4555,10.1605,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,7,BR,7.8,13.2075,3.44,22.675,7.09,3.65,-0.71,9.4675,10.1775,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,8,BL,8.17,13.2075,5.93,4.138,9.58,3.65,1.41,-9.0695,10.4795,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,8,BR,8.505,13.2075,6.26,4.15,9.91,3.65,1.405,-9.0575,10.4625,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,9,BL,8.875,13.2075,5.93,10.313,9.58,3.65,0.705,-2.8945,3.5995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,9,BR,9.21,13.2075,6.26,10.325,9.91,3.65,0.7,-2.8825,3.5825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,10,BL,9.58,13.2075,5.93,16.488,9.58,3.65,0.0,3.2805,3.2805,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,10,BR,9.915,13.2075,6.26,16.5,9.91,3.65,-0.005,3.2925,3.2975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,11,BL,10.285,13.2075,5.93,22.663,9.58,3.65,-0.705,9.4555,10.1605,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,11,BR,10.62,13.2075,6.26,22.675,9.91,3.65,-0.71,9.4675,10.1775,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,12,BL,10.99,13.2075,8.75,4.138,12.4,3.65,1.41,-9.0695,10.4795,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,12,BR,11.325,13.2075,9.08,4.15,12.73,3.65,1.405,-9.0575,10.4625,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,13,BL,11.695,13.2075,8.75,10.313,12.4,3.65,0.705,-2.8945,3.5995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,13,BR,12.03,13.2075,9.08,10.325,12.73,3.65,0.7,-2.8825,3.5825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,14,BL,12.4,13.2075,8.75,16.488,12.4,3.65,0.0,3.2805,3.2805,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,14,BR,12.735,13.2075,9.08,16.5,12.73,3.65,-0.005,3.2925,3.2975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,15,BL,13.105,13.2075,8.75,22.663,12.4,3.65,-0.705,9.4555,10.1605,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,folded_4row,15,BR,13.44,13.2075,9.08,22.675,12.73,3.65,-0.71,9.4675,10.1775,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,0,BL,2.53,13.2075,0.29,4.138,2.535,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,0,BR,2.865,13.2075,0.62,4.15,2.865,2.245,-0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,1,BL,3.235,13.2075,0.995,10.313,3.24,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,1,BR,3.57,13.2075,1.325,10.325,3.57,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,2,BL,3.94,13.2075,1.7,4.138,3.945,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,2,BR,4.275,13.2075,2.03,4.15,4.275,2.245,-0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,3,BL,4.645,13.2075,2.405,10.313,4.65,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,3,BR,4.98,13.2075,2.735,10.325,4.98,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,4,BL,5.35,13.2075,3.11,4.138,5.355,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,4,BR,5.685,13.2075,3.44,4.15,5.685,2.245,-0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,5,BL,6.055,13.2075,3.815,10.313,6.06,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,5,BR,6.39,13.2075,4.145,10.325,6.39,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,6,BL,6.76,13.2075,4.52,4.138,6.765,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,6,BR,7.095,13.2075,4.85,4.15,7.095,2.245,-0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,7,BL,7.465,13.2075,5.225,10.313,7.47,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,7,BR,7.8,13.2075,5.555,10.325,7.8,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,8,BL,8.17,13.2075,5.93,4.138,8.175,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,8,BR,8.505,13.2075,6.26,4.15,8.505,2.245,0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,9,BL,8.875,13.2075,6.635,10.313,8.88,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,9,BR,9.21,13.2075,6.965,10.325,9.21,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,10,BL,9.58,13.2075,7.34,4.138,9.585,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,10,BR,9.915,13.2075,7.67,4.15,9.915,2.245,0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,11,BL,10.285,13.2075,8.045,10.313,10.29,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,11,BR,10.62,13.2075,8.375,10.325,10.62,2.245,-0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,12,BL,10.99,13.2075,8.75,4.138,10.995,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,12,BR,11.325,13.2075,9.08,4.15,11.325,2.245,0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,13,BL,11.695,13.2075,9.455,10.313,11.7,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,13,BR,12.03,13.2075,9.785,10.325,12.03,2.245,0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,14,BL,12.4,13.2075,10.16,4.138,12.405,2.245,0.005,-9.0695,9.0745,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,14,BR,12.735,13.2075,10.49,4.15,12.735,2.245,0.0,-9.0575,9.0575,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,15,BL,13.105,13.2075,10.865,10.313,13.11,2.245,0.005,-2.8945,2.8995,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,pin_aligned_staggered,15,BR,13.44,13.2075,11.195,10.325,13.44,2.245,0.0,-2.8825,2.8825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
